Route,FROM,TO,PASSENGERS,FREIGHT,MAIL,DAYS
TRIVANDRUM-BENGALURU,TRIVANDRUM,BENGALURU,196023.0,65.47800000000001,55.424,365
TRIVANDRUM-CHENNAI,TRIVANDRUM,CHENNAI,144525.0,41.513999999999996,34.285000000000004,365
TRIVANDRUM-COIMBATORE,TRIVANDRUM,COIMBATORE,9.0,0.0,0.0,31
TRIVANDRUM-DABOLIM,TRIVANDRUM,DABOLIM,4.0,0.0,0.0,31
TRIVANDRUM-DELHI,TRIVANDRUM,DELHI,140732.0,96.9946,50.17600664882663,365
TRIVANDRUM-DURGAPUR,TRIVANDRUM,DURGAPUR,459.0,0.1,0.0,245
TRIVANDRUM-HYDERABAD,TRIVANDRUM,HYDERABAD,58871.0,43.219,19.939,365
TRIVANDRUM-INDORE,TRIVANDRUM,INDORE,3.0,0.0,0.0,31
TRIVANDRUM-KANNUR,TRIVANDRUM,KANNUR,20358.0,0.298,0.0,365
TRIVANDRUM-KOCHI,TRIVANDRUM,KOCHI,20368.0,0.015,0.128,365
TRIVANDRUM-KOLKATA,TRIVANDRUM,KOLKATA,3785.0,19.922,0.0,306
TRIVANDRUM-KOZHIKODE,TRIVANDRUM,KOZHIKODE,169.0,0.0,0.0,30
TRIVANDRUM-MANGALORE,TRIVANDRUM,MANGALORE,1.0,0.0,0.0,31
TRIVANDRUM-MUMBAI,TRIVANDRUM,MUMBAI,135251.0,87.5265,48.485,365
TRIVANDRUM-PATNA,TRIVANDRUM,PATNA,0.0,0.0,0.0,61
TRIVANDRUM-PUNE,TRIVANDRUM,PUNE,18976.0,9.924,0.0,215
TRIVANDRUM-RAIPUR,TRIVANDRUM,RAIPUR,202.0,0.0,0.0,62
TRIVANDRUM-TUTICORIN,TRIVANDRUM,TUTICORIN,37.0,0.0,0.0,31
TUTICORIN-BENGALURU,TUTICORIN,BENGALURU,17373.0,0.084,0.0,365
TUTICORIN-CHENNAI,TUTICORIN,CHENNAI,74752.0,1.205,0.0,365
TUTICORIN-TRIVANDRUM,TUTICORIN,TRIVANDRUM,0.0,0.0,0.0,31
UDAIPUR-AHMEDABAD,UDAIPUR,AHMEDABAD,2685.0,2.0,0.0,182
UDAIPUR-BENGALURU,UDAIPUR,BENGALURU,40426.0,14.142,0.0,365
UDAIPUR-BHOPAL,UDAIPUR,BHOPAL,1205.0,0.0,0.0,61
UDAIPUR-CHENNAI,UDAIPUR,CHENNAI,128.0,0.0,0.0,60
UDAIPUR-DELHI,UDAIPUR,DELHI,232612.0,176.8091,0.446,365
UDAIPUR-GUWAHATI,UDAIPUR,GUWAHATI,274.0,0.0,0.0,123
UDAIPUR-HYDERABAD,UDAIPUR,HYDERABAD,42742.0,8.072,0.0,365
UDAIPUR-INDORE,UDAIPUR,INDORE,0.0,0.0,0.0,30
UDAIPUR-JAIPUR,UDAIPUR,JAIPUR,19919.0,1.2220000000000002,0.0,304
UDAIPUR-KOLKATA,UDAIPUR,KOLKATA,6018.0,0.248,0.0,304
UDAIPUR-LUCKNOW,UDAIPUR,LUCKNOW,30.0,0.0,0.0,31
UDAIPUR-MUMBAI,UDAIPUR,MUMBAI,246394.0,16.5514,0.2,365
VADODARA-BENGALURU,VADODARA,BENGALURU,58427.0,129.497,3.781,365
VADODARA-CHANDIGARH,VADODARA,CHANDIGARH,1290.0,0.0,0.0,245
VADODARA-CHENNAI,VADODARA,CHENNAI,7530.0,25.883,0.357,275
VADODARA-DELHI,VADODARA,DELHI,213632.0,510.568,20.924,365
VADODARA-DURGAPUR,VADODARA,DURGAPUR,229.0,0.0,0.0,245
VADODARA-HYDERABAD,VADODARA,HYDERABAD,60376.0,96.48599999999999,6.854,365
VADODARA-JAIPUR,VADODARA,JAIPUR,3359.0,0.02,0.0,245
VADODARA-KOCHI,VADODARA,KOCHI,0.0,0.0,0.0,90
VADODARA-MUMBAI,VADODARA,MUMBAI,161764.0,314.062,19.648,365
VARANASI-AHMEDABAD,VARANASI,AHMEDABAD,51830.0,17.717280000000002,0.016,365
VARANASI-BENGALURU,VARANASI,BENGALURU,153836.0,844.95373,3.871,365
VARANASI-BHUBANESWAR,VARANASI,BHUBANESWAR,19026.0,0.053,0.01,365
VARANASI-CHENNAI,VARANASI,CHENNAI,39885.0,161.45145,0.068,365
VARANASI-DABOLIM,VARANASI,DABOLIM,0.0,0.0,0.0,61
VARANASI-DEHRA DUN,VARANASI,DEHRA DUN,9024.0,7.92522,0.0,245
VARANASI-DELHI,VARANASI,DELHI,344243.0,526.21577,23.858999999999998,365
VARANASI-GORAKHPUR,VARANASI,GORAKHPUR,2106.0,0.0,0.0,184
VARANASI-GUWAHATI,VARANASI,GUWAHATI,5155.0,8.289439999999999,0.0,245
VARANASI-HYDERABAD,VARANASI,HYDERABAD,118682.0,315.885,3.543,365
VARANASI-JAIPUR,VARANASI,JAIPUR,6832.0,6.626550000000001,0.0,245
VARANASI-JAMMU,VARANASI,JAMMU,2110.0,0.0,0.0,92
VARANASI-KANNUR,VARANASI,KANNUR,0.0,0.0,0.0,61
VARANASI-KHAJURAHO,VARANASI,KHAJURAHO,347.0,0.42621999999999993,0.0,61
VARANASI-KOCHI,VARANASI,KOCHI,549.0,0.019999999999999997,0.0,92
VARANASI-KOLKATA,VARANASI,KOLKATA,57817.0,105.1139,1.8739999999999999,365
VARANASI-LUCKNOW,VARANASI,LUCKNOW,2114.0,13.5333,0.0,243
VARANASI-MUMBAI,VARANASI,MUMBAI,283666.0,304.21126,11.901,365
VARANASI-NAGPUR,VARANASI,NAGPUR,28.0,0.0,0.0,30
VARANASI-PATNA,VARANASI,PATNA,2716.0,12.810369999999999,0.0,304
VARANASI-RANCHI,VARANASI,RANCHI,241.0,0.0,0.0,91
VARANASI-SRINAGAR,VARANASI,SRINAGAR,0.0,0.0,0.0,31
VARANASI-VISAKHAPATNAM,VARANASI,VISAKHAPATNAM,468.0,0.0,0.0,92
VIDYANAGAR-BENGALURU,VIDYANAGAR,BENGALURU,2627.0,0.0,0.0,120
VIDYANAGAR-HYDERABAD,VIDYANAGAR,HYDERABAD,2181.0,0.12,0.0,120
VIJAYAWADA-BENGALURU,VIJAYAWADA,BENGALURU,101361.0,25.807,8.884,365
VIJAYAWADA-CHENNAI,VIJAYAWADA,CHENNAI,45834.0,18.527,0.012,365
VIJAYAWADA-DABOLIM,VIJAYAWADA,DABOLIM,335.0,0.0,0.0,92
VIJAYAWADA-DELHI,VIJAYAWADA,DELHI,99068.0,67.9962,0.01749514023882255,365
VIJAYAWADA-HYDERABAD,VIJAYAWADA,HYDERABAD,120848.0,73.89252,14.727,365
VIJAYAWADA-KADAPA,VIJAYAWADA,KADAPA,2159.0,0.0,0.0,306
VIJAYAWADA-MADURAI,VIJAYAWADA,MADURAI,1490.0,0.0,0.0,365
VIJAYAWADA-MUMBAI,VIJAYAWADA,MUMBAI,0.0,0.0,0.0,30
VIJAYAWADA-RAJAHMUNDRY,VIJAYAWADA,RAJAHMUNDRY,51.0,0.0,0.0,30
VIJAYAWADA-TIRUPATI,VIJAYAWADA,TIRUPATI,12448.0,0.377,0.0,365
VIJAYAWADA-VISAKHAPATNAM,VIJAYAWADA,VISAKHAPATNAM,21581.0,2.9930000000000003,0.0,365
VISAKHAPATNAM-AGARTALA,VISAKHAPATNAM,AGARTALA,184.0,0.0,0.0,61
VISAKHAPATNAM-AHMEDABAD,VISAKHAPATNAM,AHMEDABAD,3314.0,44.561,0.0,337
VISAKHAPATNAM-BENGALURU,VISAKHAPATNAM,BENGALURU,215767.0,665.3199999999999,10.181,365
VISAKHAPATNAM-CHENNAI,VISAKHAPATNAM,CHENNAI,123433.0,282.117,21.055,365
VISAKHAPATNAM-COIMBATORE,VISAKHAPATNAM,COIMBATORE,3286.0,0.081,0.0,306
VISAKHAPATNAM-DELHI,VISAKHAPATNAM,DELHI,215097.0,484.41720000000004,34.504,365
VISAKHAPATNAM-GUWAHATI,VISAKHAPATNAM,GUWAHATI,17.0,0.0,0.0,31
VISAKHAPATNAM-HYDERABAD,VISAKHAPATNAM,HYDERABAD,334022.0,596.95951,1.176,365
VISAKHAPATNAM-JEYPORE,VISAKHAPATNAM,JEYPORE,237.0,0.0,0.0,61
VISAKHAPATNAM-KADAPA,VISAKHAPATNAM,KADAPA,4411.0,0.0,0.0,306
VISAKHAPATNAM-KOCHI,VISAKHAPATNAM,KOCHI,0.0,0.0,0.0,61
VISAKHAPATNAM-KOLKATA,VISAKHAPATNAM,KOLKATA,53776.0,465.53909999999996,0.0,365
VISAKHAPATNAM-KURNOOL,VISAKHAPATNAM,KURNOOL,7745.0,0.054000000000000006,0.0,365
VISAKHAPATNAM-MUMBAI,VISAKHAPATNAM,MUMBAI,81983.0,233.7416,0.17725627835578123,365
VISAKHAPATNAM-PORT BLAIR,VISAKHAPATNAM,PORT BLAIR,17455.0,9.066,0.0,365
VISAKHAPATNAM-PUNE,VISAKHAPATNAM,PUNE,4970.0,8.533,0.0,184
VISAKHAPATNAM-RAIPUR,VISAKHAPATNAM,RAIPUR,0.0,0.0,0.0,365
VISAKHAPATNAM-RAJAHMUNDRY,VISAKHAPATNAM,RAJAHMUNDRY,5492.0,0.401,0.0,365
VISAKHAPATNAM-RANCHI,VISAKHAPATNAM,RANCHI,46.0,0.0,0.0,61
VISAKHAPATNAM-SHIRDI,VISAKHAPATNAM,SHIRDI,208.0,0.0,0.0,275
VISAKHAPATNAM-TIRUPATI,VISAKHAPATNAM,TIRUPATI,25470.0,0.023,0.0,365
VISAKHAPATNAM-VARANASI,VISAKHAPATNAM,VARANASI,315.0,0.031,0.0,92
VISAKHAPATNAM-VIJAYAWADA,VISAKHAPATNAM,VIJAYAWADA,21261.0,5.462,25.392,365
ZIRO-DIBRUGARH,ZIRO,DIBRUGARH,26.0,0.0,0.0,61
"ZIRO-Hollongi Airport, Itanagar",ZIRO,"Hollongi Airport, Itanagar",46.0,0.0,0.0,31
ZIRO-ITANAGAR,ZIRO,ITANAGAR,5.0,0.0,0.0,30
ZIRO-LILABARI,ZIRO,LILABARI,3.0,0.02016,0.0,30
Zero Airport-DIBRUGARH,Zero Airport,DIBRUGARH,4.0,0.0,0.0,31
