State,District,Year,GDP
Kerala,KOTTAYAM,2011-12,14108.63
Kerala,KOTTAYAM,2012-13,15236.71
Kerala,KOZHIKODE,1999-00,6111.7
Kerala,KOZHIKODE,2000-01,5953.96
Kerala,KOZHIKODE,2001-02,6476.5
Kerala,KOZHIKODE,2002-03,6901.26
Kerala,KOZHIKODE,2003-04,7567.29
Kerala,KOZHIKODE,2004-05,8151.6
Kerala,KOZHIKODE,2005-06,10098.585
Kerala,KOZHIKODE,2006-07,11120.82
Kerala,KOZHIKODE,2007-08,13360.66
Kerala,KOZHIKODE,2008-09,14041.07
Kerala,KOZHIKODE,2009-10,15197.79
Kerala,KOZHIKODE,2010-11,16542.07
Kerala,KOZHIKODE,2011-12,17869.01
Kerala,KOZHIKODE,2012-13,19409.69
Kerala,MALAPPURAM,1999-00,5610.17
Kerala,MALAPPURAM,2000-01,5451.82
Kerala,MALAPPURAM,2001-02,5811.98
Kerala,MALAPPURAM,2002-03,6589.3
Kerala,MALAPPURAM,2003-04,6910.92
Kerala,MALAPPURAM,2004-05,7477.73
Kerala,MALAPPURAM,2005-06,9295.470000000001
Kerala,MALAPPURAM,2006-07,9966.19
Kerala,MALAPPURAM,2007-08,11876.67
Kerala,MALAPPURAM,2008-09,12912.41
Kerala,MALAPPURAM,2009-10,13652.36
Kerala,MALAPPURAM,2010-11,14740.58
Kerala,MALAPPURAM,2011-12,15817.02
Kerala,MALAPPURAM,2012-13,17079.03
Kerala,PALAKKAD,1999-00,5232.39
Kerala,PALAKKAD,2000-01,5450.3
Kerala,PALAKKAD,2001-02,5857.01
Kerala,PALAKKAD,2002-03,6224.46
Kerala,PALAKKAD,2003-04,6555.7
Kerala,PALAKKAD,2004-05,7277.28
Kerala,PALAKKAD,2005-06,8833.73
Kerala,PALAKKAD,2006-07,9744.985
Kerala,PALAKKAD,2007-08,11923.71
Kerala,PALAKKAD,2008-09,12109.62
Kerala,PALAKKAD,2009-10,14010.36
Kerala,PALAKKAD,2010-11,14348.17
Kerala,PALAKKAD,2011-12,15555.86
Kerala,PALAKKAD,2012-13,16713.01
Kerala,PATHANAMTHITTA,1999-00,2716.95
Kerala,PATHANAMTHITTA,2000-01,2824.31
Kerala,PATHANAMTHITTA,2001-02,3092.2
Kerala,PATHANAMTHITTA,2002-03,3330.46
Kerala,PATHANAMTHITTA,2003-04,3510.18
Kerala,PATHANAMTHITTA,2004-05,3807.35
Kerala,PATHANAMTHITTA,2005-06,4690.555
Kerala,PATHANAMTHITTA,2006-07,5104.105
Kerala,PATHANAMTHITTA,2007-08,6141.88
Kerala,PATHANAMTHITTA,2008-09,6420.93
Kerala,PATHANAMTHITTA,2009-10,7217.69
Kerala,PATHANAMTHITTA,2010-11,7823.08
Kerala,PATHANAMTHITTA,2011-12,8478.06
Kerala,PATHANAMTHITTA,2012-13,9170.96
Kerala,THIRUVANANTHAPURAM,1999-00,7344.3
Kerala,THIRUVANANTHAPURAM,2000-01,7432.41
Kerala,THIRUVANANTHAPURAM,2001-02,8078.63
Kerala,THIRUVANANTHAPURAM,2002-03,8655.26
Kerala,THIRUVANANTHAPURAM,2003-04,9166.57
Kerala,THIRUVANANTHAPURAM,2004-05,10180.54
Kerala,THIRUVANANTHAPURAM,2005-06,12635.505000000001
Kerala,THIRUVANANTHAPURAM,2006-07,13922.42
Kerala,THIRUVANANTHAPURAM,2007-08,16938.91
Kerala,THIRUVANANTHAPURAM,2008-09,17740.42
Kerala,THIRUVANANTHAPURAM,2009-10,19188.02
Kerala,THIRUVANANTHAPURAM,2010-11,20731.4
Kerala,THIRUVANANTHAPURAM,2011-12,22727.28
Kerala,THIRUVANANTHAPURAM,2012-13,24495.04
Kerala,THRISSUR,1999-00,6664.93
Kerala,THRISSUR,2000-01,6716.13
Kerala,THRISSUR,2001-02,7251.98
Kerala,THRISSUR,2002-03,7714.87
Kerala,THRISSUR,2003-04,8318.39
Kerala,THRISSUR,2004-05,9038.15
Kerala,THRISSUR,2005-06,11225.535
Kerala,THRISSUR,2006-07,12404.15
Kerala,THRISSUR,2007-08,15050.32
Kerala,THRISSUR,2008-09,15747.49
Kerala,THRISSUR,2009-10,17451.53
Kerala,THRISSUR,2010-11,18652.94
Kerala,THRISSUR,2011-12,20247.37
Kerala,THRISSUR,2012-13,21996.51
Kerala,WAYANAD,1999-00,1683.49
Kerala,WAYANAD,2000-01,1843.89
Kerala,WAYANAD,2001-02,1565.25
Kerala,WAYANAD,2002-03,1613.43
Kerala,WAYANAD,2003-04,1757.71
Kerala,WAYANAD,2004-05,2267.44
Kerala,WAYANAD,2005-06,2669.6099999999997
Kerala,WAYANAD,2006-07,2712.55
Kerala,WAYANAD,2007-08,2900.8
Kerala,WAYANAD,2008-09,2945.76
Kerala,WAYANAD,2009-10,3316.2
Kerala,WAYANAD,2010-11,3629.29
Kerala,WAYANAD,2011-12,3880.97
Kerala,WAYANAD,2012-13,4167.01
MadhyaPradesh,BALAGHAT,1999-00,1651.36
MadhyaPradesh,BALAGHAT,2000-01,1574.46
MadhyaPradesh,BALAGHAT,2001-02,1747.45
MadhyaPradesh,BALAGHAT,2002-03,1600.56
MadhyaPradesh,BALAGHAT,2003-04,1771.74
MadhyaPradesh,BALAGHAT,2004-05,1773.19
MadhyaPradesh,BALAGHAT,2005-06,1957.44
MadhyaPradesh,BALAGHAT,2006-07,1988.57
MadhyaPradesh,BARWANI,1999-00,816.45
MadhyaPradesh,BARWANI,2000-01,781.95
MadhyaPradesh,BARWANI,2001-02,852.19
MadhyaPradesh,BARWANI,2002-03,842.54
MadhyaPradesh,BARWANI,2003-04,985.59
MadhyaPradesh,BARWANI,2004-05,973.09
MadhyaPradesh,BARWANI,2005-06,1009.61
MadhyaPradesh,BARWANI,2006-07,1066.35
MadhyaPradesh,BETUL,1999-00,1702.27
MadhyaPradesh,BETUL,2000-01,1600.22
MadhyaPradesh,BETUL,2001-02,1808.62
MadhyaPradesh,BETUL,2002-03,1755.23
MadhyaPradesh,BETUL,2003-04,1879.29
MadhyaPradesh,BETUL,2004-05,1895.55
MadhyaPradesh,BETUL,2005-06,2123.71
MadhyaPradesh,BETUL,2006-07,2239.93
MadhyaPradesh,BHIND,1999-00,1295.06
MadhyaPradesh,BHIND,2000-01,1152.8
MadhyaPradesh,BHIND,2001-02,1328.31
MadhyaPradesh,BHIND,2002-03,1222.71
MadhyaPradesh,BHIND,2003-04,1362.86
MadhyaPradesh,BHIND,2004-05,1356.85
MadhyaPradesh,BHIND,2005-06,1483.21
MadhyaPradesh,BHIND,2006-07,1443.38
MadhyaPradesh,BHOPAL,1999-00,4335.97
MadhyaPradesh,BHOPAL,2000-01,4277.19
MadhyaPradesh,BHOPAL,2001-02,4462.23
MadhyaPradesh,BHOPAL,2002-03,4577.41
MadhyaPradesh,BHOPAL,2003-04,4972.0
MadhyaPradesh,BHOPAL,2004-05,5468.37
MadhyaPradesh,BHOPAL,2005-06,5813.31
MadhyaPradesh,BHOPAL,2006-07,6344.0
MadhyaPradesh,CHHATARPUR,1999-00,1508.65
MadhyaPradesh,CHHATARPUR,2000-01,1454.65
MadhyaPradesh,CHHATARPUR,2001-02,1545.93
MadhyaPradesh,CHHATARPUR,2002-03,1492.82
MadhyaPradesh,CHHATARPUR,2003-04,1606.05
MadhyaPradesh,CHHATARPUR,2004-05,1668.44
MadhyaPradesh,CHHATARPUR,2005-06,1772.01
MadhyaPradesh,CHHATARPUR,2006-07,1704.72
MadhyaPradesh,CHHINDWARA,1999-00,2616.88
MadhyaPradesh,CHHINDWARA,2000-01,2390.74
MadhyaPradesh,CHHINDWARA,2001-02,2458.56
MadhyaPradesh,CHHINDWARA,2002-03,2536.79
MadhyaPradesh,CHHINDWARA,2003-04,2830.22
MadhyaPradesh,CHHINDWARA,2004-05,2871.69
MadhyaPradesh,CHHINDWARA,2005-06,3051.54
MadhyaPradesh,CHHINDWARA,2006-07,3266.32
MadhyaPradesh,DAMOH,1999-00,1174.86
MadhyaPradesh,DAMOH,2000-01,1178.1
MadhyaPradesh,DAMOH,2001-02,1200.93
MadhyaPradesh,DAMOH,2002-03,1076.63
MadhyaPradesh,DAMOH,2003-04,1244.11
MadhyaPradesh,DAMOH,2004-05,1306.93
MadhyaPradesh,DAMOH,2005-06,1414.46
MadhyaPradesh,DAMOH,2006-07,1447.16
MadhyaPradesh,DATIA,1999-00,739.55
MadhyaPradesh,DATIA,2000-01,706.75
MadhyaPradesh,DATIA,2001-02,787.55
MadhyaPradesh,DATIA,2002-03,734.36
MadhyaPradesh,DATIA,2003-04,792.63
MadhyaPradesh,DATIA,2004-05,781.52
MadhyaPradesh,DATIA,2005-06,856.96
MadhyaPradesh,DATIA,2006-07,858.44
MadhyaPradesh,DEWAS,1999-00,1655.88
MadhyaPradesh,DEWAS,2000-01,1406.87
MadhyaPradesh,DEWAS,2001-02,1598.88
MadhyaPradesh,DEWAS,2002-03,1504.89
MadhyaPradesh,DEWAS,2003-04,1735.22
MadhyaPradesh,DEWAS,2004-05,1699.92
MadhyaPradesh,DEWAS,2005-06,1800.28
MadhyaPradesh,DEWAS,2006-07,1918.98
MadhyaPradesh,DHAR,1999-00,1997.21
MadhyaPradesh,DHAR,2000-01,1716.94
MadhyaPradesh,DHAR,2001-02,1909.67
MadhyaPradesh,DHAR,2002-03,1828.28
MadhyaPradesh,DHAR,2003-04,2111.3
MadhyaPradesh,DHAR,2004-05,2152.82
MadhyaPradesh,DHAR,2005-06,2239.87
MadhyaPradesh,DHAR,2006-07,2480.82
MadhyaPradesh,DINDORI,1999-00,434.9
MadhyaPradesh,DINDORI,2000-01,361.12
MadhyaPradesh,DINDORI,2001-02,440.36
MadhyaPradesh,DINDORI,2002-03,368.7
MadhyaPradesh,DINDORI,2003-04,426.12
MadhyaPradesh,DINDORI,2004-05,450.75
MadhyaPradesh,DINDORI,2005-06,469.71
MadhyaPradesh,DINDORI,2006-07,457.61
MadhyaPradesh,GUNA,1999-00,1750.91
MadhyaPradesh,GUNA,2000-01,1745.59
MadhyaPradesh,GUNA,2001-02,1834.34
MadhyaPradesh,GUNA,2002-03,1531.49
MadhyaPradesh,GUNA,2003-04,1873.25
MadhyaPradesh,GUNA,2004-05,1918.85
MadhyaPradesh,GUNA,2005-06,2115.15
MadhyaPradesh,GUNA,2006-07,2188.62
MadhyaPradesh,GWALIOR,1999-00,3082.28
MadhyaPradesh,GWALIOR,2000-01,3012.19
MadhyaPradesh,GWALIOR,2001-02,3196.61
MadhyaPradesh,GWALIOR,2002-03,3124.89
MadhyaPradesh,GWALIOR,2003-04,3347.8
MadhyaPradesh,GWALIOR,2004-05,3487.34
MadhyaPradesh,GWALIOR,2005-06,3695.87
MadhyaPradesh,GWALIOR,2006-07,3804.29
MadhyaPradesh,HARDA,1999-00,586.17
MadhyaPradesh,HARDA,2000-01,561.86
MadhyaPradesh,HARDA,2001-02,653.4
MadhyaPradesh,HARDA,2002-03,611.43
MadhyaPradesh,HARDA,2003-04,701.35
MadhyaPradesh,HARDA,2004-05,618.9
MadhyaPradesh,HARDA,2005-06,814.73
MadhyaPradesh,HARDA,2006-07,817.57
MadhyaPradesh,HOSHANGABAD,1999-00,1747.45
MadhyaPradesh,HOSHANGABAD,2000-01,1770.63
MadhyaPradesh,HOSHANGABAD,2001-02,1899.01
MadhyaPradesh,HOSHANGABAD,2002-03,1791.15
MadhyaPradesh,HOSHANGABAD,2003-04,1949.7
MadhyaPradesh,HOSHANGABAD,2004-05,1905.45
MadhyaPradesh,HOSHANGABAD,2005-06,2081.14
MadhyaPradesh,HOSHANGABAD,2006-07,2244.32
MadhyaPradesh,INDORE,1999-00,7381.76
MadhyaPradesh,INDORE,2000-01,7170.83
MadhyaPradesh,INDORE,2001-02,7456.76
MadhyaPradesh,INDORE,2002-03,7523.75
MadhyaPradesh,INDORE,2003-04,8040.52
MadhyaPradesh,INDORE,2004-05,8445.27
MadhyaPradesh,INDORE,2005-06,8858.6
MadhyaPradesh,INDORE,2006-07,9549.83
MadhyaPradesh,JABALPUR,1999-00,3651.37
MadhyaPradesh,JABALPUR,2000-01,3624.99
MadhyaPradesh,JABALPUR,2001-02,3760.55
MadhyaPradesh,JABALPUR,2002-03,3789.12
MadhyaPradesh,JABALPUR,2003-04,4057.43
MadhyaPradesh,JABALPUR,2004-05,4364.21
MadhyaPradesh,JABALPUR,2005-06,4641.52
MadhyaPradesh,JABALPUR,2006-07,4884.44
MadhyaPradesh,JHABUA,1999-00,1056.89
MadhyaPradesh,JHABUA,2000-01,967.48
MadhyaPradesh,JHABUA,2001-02,1097.64
MadhyaPradesh,JHABUA,2002-03,1087.17
MadhyaPradesh,JHABUA,2003-04,1193.23
MadhyaPradesh,JHABUA,2004-05,1218.44
MadhyaPradesh,JHABUA,2005-06,1333.77
MadhyaPradesh,JHABUA,2006-07,1336.52
MadhyaPradesh,KATNI,1999-00,1493.42
MadhyaPradesh,KATNI,2000-01,1439.85
MadhyaPradesh,KATNI,2001-02,1539.7
MadhyaPradesh,KATNI,2002-03,1473.04
MadhyaPradesh,KATNI,2003-04,1589.7
MadhyaPradesh,KATNI,2004-05,1636.45
MadhyaPradesh,KATNI,2005-06,1733.67
MadhyaPradesh,KATNI,2006-07,1738.49
MadhyaPradesh,MANDLA,1999-00,774.71
MadhyaPradesh,MANDLA,2000-01,723.61
MadhyaPradesh,MANDLA,2001-02,824.16
MadhyaPradesh,MANDLA,2002-03,786.73
MadhyaPradesh,MANDLA,2003-04,844.61
MadhyaPradesh,MANDLA,2004-05,876.21
MadhyaPradesh,MANDLA,2005-06,948.01
MadhyaPradesh,MANDLA,2006-07,959.55
MadhyaPradesh,MANDSAUR,1999-00,1964.51
MadhyaPradesh,MANDSAUR,2000-01,1452.57
MadhyaPradesh,MANDSAUR,2001-02,1630.65
MadhyaPradesh,MANDSAUR,2002-03,1476.2
MadhyaPradesh,MANDSAUR,2003-04,1706.75
MadhyaPradesh,MANDSAUR,2004-05,1898.72
MadhyaPradesh,MANDSAUR,2005-06,1870.83
MadhyaPradesh,MANDSAUR,2006-07,2099.84
MadhyaPradesh,MORENA,1999-00,1557.94
MadhyaPradesh,MORENA,2000-01,1469.05
MadhyaPradesh,MORENA,2001-02,1527.9
MadhyaPradesh,MORENA,2002-03,1389.64
MadhyaPradesh,MORENA,2003-04,1594.37
MadhyaPradesh,MORENA,2004-05,1654.05
MadhyaPradesh,MORENA,2005-06,1778.65
MadhyaPradesh,MORENA,2006-07,1799.95
MadhyaPradesh,NARSIMHAPUR,1999-00,1150.68
MadhyaPradesh,NARSIMHAPUR,2000-01,1130.08
MadhyaPradesh,NARSIMHAPUR,2001-02,1255.26
MadhyaPradesh,NARSIMHAPUR,2002-03,1066.51
MadhyaPradesh,NARSIMHAPUR,2003-04,1208.62
MadhyaPradesh,NARSIMHAPUR,2004-05,1246.69
MadhyaPradesh,NARSIMHAPUR,2005-06,1316.96
MadhyaPradesh,NARSIMHAPUR,2006-07,1361.27
MadhyaPradesh,NEEMUCH,1999-00,1102.97
MadhyaPradesh,NEEMUCH,2000-01,917.23
MadhyaPradesh,NEEMUCH,2001-02,1035.28
MadhyaPradesh,NEEMUCH,2002-03,897.39
MadhyaPradesh,NEEMUCH,2003-04,1096.56
MadhyaPradesh,NEEMUCH,2004-05,1153.93
MadhyaPradesh,NEEMUCH,2005-06,1170.65
MadhyaPradesh,NEEMUCH,2006-07,1234.25
MadhyaPradesh,NIMAR: EAST,1999-00,1934.28
MadhyaPradesh,NIMAR: EAST,2000-01,1775.85
MadhyaPradesh,NIMAR: EAST,2001-02,1951.51
MadhyaPradesh,NIMAR: EAST,2002-03,1937.33
MadhyaPradesh,NIMAR: EAST,2003-04,2023.45
MadhyaPradesh,NIMAR: EAST,2004-05,2065.42
MadhyaPradesh,NIMAR: EAST,2005-06,2192.04
MadhyaPradesh,NIMAR: EAST,2006-07,2280.32
MadhyaPradesh,NIMAR: WEST,1999-00,1473.87
MadhyaPradesh,NIMAR: WEST,2000-01,1343.62
MadhyaPradesh,NIMAR: WEST,2001-02,1453.77
MadhyaPradesh,NIMAR: WEST,2002-03,1490.85
MadhyaPradesh,NIMAR: WEST,2003-04,1649.08
MadhyaPradesh,NIMAR: WEST,2004-05,1695.67
MadhyaPradesh,NIMAR: WEST,2005-06,1755.86
MadhyaPradesh,NIMAR: WEST,2006-07,1894.01
MadhyaPradesh,PANNA,1999-00,773.58
MadhyaPradesh,PANNA,2000-01,725.65
MadhyaPradesh,PANNA,2001-02,818.03
MadhyaPradesh,PANNA,2002-03,811.85
MadhyaPradesh,PANNA,2003-04,1017.51
MadhyaPradesh,PANNA,2004-05,921.54
MadhyaPradesh,PANNA,2005-06,991.8
MadhyaPradesh,PANNA,2006-07,954.48
MadhyaPradesh,RAISEN,1999-00,1301.34
MadhyaPradesh,RAISEN,2000-01,1194.66
MadhyaPradesh,RAISEN,2001-02,1263.74
MadhyaPradesh,RAISEN,2002-03,1220.77
MadhyaPradesh,RAISEN,2003-04,1291.29
MadhyaPradesh,RAISEN,2004-05,1347.54
MadhyaPradesh,RAISEN,2005-06,1433.85
MadhyaPradesh,RAISEN,2006-07,1499.75
MadhyaPradesh,RAJGARH,1999-00,1387.69
MadhyaPradesh,RAJGARH,2000-01,1131.58
MadhyaPradesh,RAJGARH,2001-02,1225.18
MadhyaPradesh,RAJGARH,2002-03,1120.52
MadhyaPradesh,RAJGARH,2003-04,1443.09
MadhyaPradesh,RAJGARH,2004-05,1435.35
MadhyaPradesh,RAJGARH,2005-06,1517.38
MadhyaPradesh,RAJGARH,2006-07,1563.61
MadhyaPradesh,RATLAM,1999-00,2110.38
MadhyaPradesh,RATLAM,2000-01,1679.37
MadhyaPradesh,RATLAM,2001-02,1786.16
MadhyaPradesh,RATLAM,2002-03,1703.06
MadhyaPradesh,RATLAM,2003-04,2069.18
MadhyaPradesh,RATLAM,2004-05,2090.24
MadhyaPradesh,RATLAM,2005-06,2177.72
MadhyaPradesh,RATLAM,2006-07,2370.29
MadhyaPradesh,REWA,1999-00,1878.76
MadhyaPradesh,REWA,2000-01,1853.04
MadhyaPradesh,REWA,2001-02,1968.53
MadhyaPradesh,REWA,2002-03,1907.37
MadhyaPradesh,REWA,2003-04,1981.88
MadhyaPradesh,REWA,2004-05,2061.42
MadhyaPradesh,REWA,2005-06,2197.11
MadhyaPradesh,REWA,2006-07,2250.62
MadhyaPradesh,SAGAR,1999-00,2179.45
MadhyaPradesh,SAGAR,2000-01,2248.93
MadhyaPradesh,SAGAR,2001-02,2224.04
MadhyaPradesh,SAGAR,2002-03,2106.99
MadhyaPradesh,SAGAR,2003-04,2357.44
MadhyaPradesh,SAGAR,2004-05,2427.31
MadhyaPradesh,SAGAR,2005-06,2571.48
MadhyaPradesh,SAGAR,2006-07,2694.59
MadhyaPradesh,SATNA,1999-00,2160.22
MadhyaPradesh,SATNA,2000-01,2109.26
MadhyaPradesh,SATNA,2001-02,2242.49
MadhyaPradesh,SATNA,2002-03,2184.22
MadhyaPradesh,SATNA,2003-04,2316.82
MadhyaPradesh,SATNA,2004-05,2425.63
MadhyaPradesh,SATNA,2005-06,2564.24
MadhyaPradesh,SATNA,2006-07,2576.37
MadhyaPradesh,SEHORE,1999-00,1241.23
MadhyaPradesh,SEHORE,2000-01,1061.55
MadhyaPradesh,SEHORE,2001-02,1226.54
MadhyaPradesh,SEHORE,2002-03,1181.3
MadhyaPradesh,SEHORE,2003-04,1372.63
MadhyaPradesh,SEHORE,2004-05,1314.76
MadhyaPradesh,SEHORE,2005-06,1429.45
MadhyaPradesh,SEHORE,2006-07,1458.35
MadhyaPradesh,SEONI,1999-00,1163.76
MadhyaPradesh,SEONI,2000-01,1030.25
MadhyaPradesh,SEONI,2001-02,1209.94
MadhyaPradesh,SEONI,2002-03,1168.14
MadhyaPradesh,SEONI,2003-04,1266.61
MadhyaPradesh,SEONI,2004-05,1248.63
MadhyaPradesh,SEONI,2005-06,1390.05
MadhyaPradesh,SEONI,2006-07,1449.97
MadhyaPradesh,SHAHDOL,1999-00,2116.4
MadhyaPradesh,SHAHDOL,2000-01,2028.57
MadhyaPradesh,SHAHDOL,2001-02,2166.68
MadhyaPradesh,SHAHDOL,2002-03,2125.4
MadhyaPradesh,SHAHDOL,2003-04,2242.59
MadhyaPradesh,SHAHDOL,2004-05,2345.24
MadhyaPradesh,SHAHDOL,2005-06,2554.87
MadhyaPradesh,SHAHDOL,2006-07,2640.56
MadhyaPradesh,SHAJAPUR,1999-00,1635.65
MadhyaPradesh,SHAJAPUR,2000-01,1281.6
MadhyaPradesh,SHAJAPUR,2001-02,1335.92
MadhyaPradesh,SHAJAPUR,2002-03,1262.81
MadhyaPradesh,SHAJAPUR,2003-04,1547.9
MadhyaPradesh,SHAJAPUR,2004-05,1587.52
MadhyaPradesh,SHAJAPUR,2005-06,1650.2
MadhyaPradesh,SHAJAPUR,2006-07,1738.0
MadhyaPradesh,SHEOPUR,1999-00,528.66
MadhyaPradesh,SHEOPUR,2000-01,495.5
MadhyaPradesh,SHEOPUR,2001-02,533.67
MadhyaPradesh,SHEOPUR,2002-03,392.43
MadhyaPradesh,SHEOPUR,2003-04,574.55
MadhyaPradesh,SHEOPUR,2004-05,565.51
MadhyaPradesh,SHEOPUR,2005-06,600.14
MadhyaPradesh,SHEOPUR,2006-07,607.33
MadhyaPradesh,SHIVPURI,1999-00,1396.81
MadhyaPradesh,SHIVPURI,2000-01,1316.36
MadhyaPradesh,SHIVPURI,2001-02,1422.63
MadhyaPradesh,SHIVPURI,2002-03,1112.77
MadhyaPradesh,SHIVPURI,2003-04,1465.18
MadhyaPradesh,SHIVPURI,2004-05,1473.93
MadhyaPradesh,SHIVPURI,2005-06,1596.63
MadhyaPradesh,SHIVPURI,2006-07,1548.46
MadhyaPradesh,SIDHI,1999-00,3244.75
MadhyaPradesh,SIDHI,2000-01,3093.65
MadhyaPradesh,SIDHI,2001-02,3278.48
MadhyaPradesh,SIDHI,2002-03,3322.68
MadhyaPradesh,SIDHI,2003-04,3566.34
MadhyaPradesh,SIDHI,2004-05,3756.04
MadhyaPradesh,SIDHI,2005-06,4036.53
MadhyaPradesh,SIDHI,2006-07,4233.7
MadhyaPradesh,TIKAMGARH,1999-00,1160.93
MadhyaPradesh,TIKAMGARH,2000-01,1111.91
MadhyaPradesh,TIKAMGARH,2001-02,1197.6
MadhyaPradesh,TIKAMGARH,2002-03,1083.12
MadhyaPradesh,TIKAMGARH,2003-04,1247.75
MadhyaPradesh,TIKAMGARH,2004-05,1211.7
MadhyaPradesh,TIKAMGARH,2005-06,1257.15
MadhyaPradesh,TIKAMGARH,2006-07,1222.19
MadhyaPradesh,UJJAIN,1999-00,3250.93
MadhyaPradesh,UJJAIN,2000-01,2654.58
MadhyaPradesh,UJJAIN,2001-02,2759.85
MadhyaPradesh,UJJAIN,2002-03,2694.21
MadhyaPradesh,UJJAIN,2003-04,3147.52
MadhyaPradesh,UJJAIN,2004-05,3237.45
MadhyaPradesh,UJJAIN,2005-06,3344.16
MadhyaPradesh,UJJAIN,2006-07,3760.48
MadhyaPradesh,UMARIA,1999-00,487.22
MadhyaPradesh,UMARIA,2000-01,476.09
MadhyaPradesh,UMARIA,2001-02,513.23
MadhyaPradesh,UMARIA,2002-03,501.94
MadhyaPradesh,UMARIA,2003-04,538.8
MadhyaPradesh,UMARIA,2004-05,557.62
MadhyaPradesh,UMARIA,2005-06,618.88
MadhyaPradesh,UMARIA,2006-07,624.96
MadhyaPradesh,VIDISHA,1999-00,1476.09
MadhyaPradesh,VIDISHA,2000-01,1381.78
MadhyaPradesh,VIDISHA,2001-02,1461.14
MadhyaPradesh,VIDISHA,2002-03,1348.27
MadhyaPradesh,VIDISHA,2003-04,1489.82
MadhyaPradesh,VIDISHA,2004-05,1575.94
MadhyaPradesh,VIDISHA,2005-06,1650.24
MadhyaPradesh,VIDISHA,2006-07,1741.17
Maharashtra,AHMEDNAGAR,1999-00,7680.38
Maharashtra,AHMEDNAGAR,2000-01,7347.45
Maharashtra,AHMEDNAGAR,2001-02,7618.89
Maharashtra,AHMEDNAGAR,2002-03,8098.18
Maharashtra,AHMEDNAGAR,2003-04,8521.04
Maharashtra,AHMEDNAGAR,2004-05,9196.11
Maharashtra,AHMEDNAGAR,2005-06,10846.895
Maharashtra,AHMEDNAGAR,2006-07,12176.665
Maharashtra,AHMEDNAGAR,2007-08,13422.0
Maharashtra,AHMEDNAGAR,2008-09,18225.0
Maharashtra,AHMEDNAGAR,2009-10,17754.0
Maharashtra,AHMEDNAGAR,2010-11,21319.0
Maharashtra,AHMEDNAGAR,2011-12,22045.0
Maharashtra,AHMEDNAGAR,2012-13,22924.0
Maharashtra,AKOLA,1999-00,2970.06
Maharashtra,AKOLA,2000-01,2909.31
Maharashtra,AKOLA,2001-02,2934.96
Maharashtra,AKOLA,2002-03,3320.53
Maharashtra,AKOLA,2003-04,3384.98
Maharashtra,AKOLA,2004-05,3249.69
Maharashtra,AKOLA,2005-06,3698.1400000000003
Maharashtra,AKOLA,2006-07,4425.844999999999
Maharashtra,AKOLA,2007-08,4919.0
Maharashtra,AKOLA,2008-09,7030.0
Maharashtra,AKOLA,2009-10,7234.0
Maharashtra,AKOLA,2010-11,8080.0
Maharashtra,AKOLA,2011-12,8443.0
Maharashtra,AKOLA,2012-13,9436.0
Maharashtra,AMRAVATI,1999-00,4979.45
Maharashtra,AMRAVATI,2000-01,4660.55
Maharashtra,AMRAVATI,2001-02,4754.12
Maharashtra,AMRAVATI,2002-03,4656.3
Maharashtra,AMRAVATI,2003-04,4894.04
Maharashtra,AMRAVATI,2004-05,4910.3
Maharashtra,AMRAVATI,2005-06,5738.9
Maharashtra,AMRAVATI,2006-07,6089.4349999999995
Maharashtra,AMRAVATI,2007-08,7088.0
Maharashtra,AMRAVATI,2008-09,10567.0
Maharashtra,AMRAVATI,2009-10,11597.0
Maharashtra,AMRAVATI,2010-11,12542.0
Maharashtra,AMRAVATI,2011-12,12465.0
Maharashtra,AMRAVATI,2012-13,13933.0
Maharashtra,AURANGABAD,1999-00,6908.85
Maharashtra,AURANGABAD,2000-01,6476.55
Maharashtra,AURANGABAD,2001-02,6309.84
Maharashtra,AURANGABAD,2002-03,6798.67
Maharashtra,AURANGABAD,2003-04,7180.48
Maharashtra,AURANGABAD,2004-05,8386.11
Maharashtra,AURANGABAD,2005-06,8877.205
Maharashtra,AURANGABAD,2006-07,9790.525
Maharashtra,AURANGABAD,2007-08,11015.0
Maharashtra,AURANGABAD,2008-09,17985.0
Maharashtra,AURANGABAD,2009-10,20022.0
Maharashtra,AURANGABAD,2010-11,21267.0
Maharashtra,AURANGABAD,2011-12,21778.0
Maharashtra,AURANGABAD,2012-13,22263.0
Maharashtra,BEED,1999-00,3369.15
Maharashtra,BEED,2000-01,3430.77
Maharashtra,BEED,2001-02,3385.08
Maharashtra,BEED,2002-03,3561.34
Maharashtra,BEED,2003-04,3530.8
Maharashtra,BEED,2004-05,3740.17
Maharashtra,BEED,2005-06,4568.225
Maharashtra,BEED,2006-07,5068.88
Maharashtra,BEED,2007-08,5615.0
Maharashtra,BEED,2008-09,7419.0
Maharashtra,BEED,2009-10,7334.0
Maharashtra,BEED,2010-11,8301.0
Maharashtra,BEED,2011-12,8369.0
Maharashtra,BEED,2012-13,8503.0
Maharashtra,BHANDARA,1999-00,2038.28
Maharashtra,BHANDARA,2000-01,2033.86
Maharashtra,BHANDARA,2001-02,2112.86
Maharashtra,BHANDARA,2002-03,2429.98
Maharashtra,BHANDARA,2003-04,2596.25
Maharashtra,BHANDARA,2004-05,2591.35
Maharashtra,BHANDARA,2005-06,3039.7799999999997
Maharashtra,BHANDARA,2006-07,3266.6800000000003
Maharashtra,BHANDARA,2007-08,3667.0
