State,District,Year,GDP
Maharashtra,PUNE,2012-13,93562.0
Maharashtra,RAIGAD,1999-00,8235.64
Maharashtra,RAIGAD,2000-01,8572.33
Maharashtra,RAIGAD,2001-02,7630.85
Maharashtra,RAIGAD,2002-03,8938.2
Maharashtra,RAIGAD,2003-04,9661.38
Maharashtra,RAIGAD,2004-05,10606.43
Maharashtra,RAIGAD,2005-06,9144.21
Maharashtra,RAIGAD,2006-07,10010.51
Maharashtra,RAIGAD,2007-08,11056.0
Maharashtra,RAIGAD,2008-09,17217.0
Maharashtra,RAIGAD,2009-10,17569.0
Maharashtra,RAIGAD,2010-11,20898.0
Maharashtra,RAIGAD,2011-12,22855.0
Maharashtra,RAIGAD,2012-13,24019.0
Maharashtra,RATNAGIRI,1999-00,3332.47
Maharashtra,RATNAGIRI,2000-01,3186.65
Maharashtra,RATNAGIRI,2001-02,3502.39
Maharashtra,RATNAGIRI,2002-03,4048.77
Maharashtra,RATNAGIRI,2003-04,4277.55
Maharashtra,RATNAGIRI,2004-05,4230.44
Maharashtra,RATNAGIRI,2005-06,4826.145
Maharashtra,RATNAGIRI,2006-07,5247.96
Maharashtra,RATNAGIRI,2007-08,5651.0
Maharashtra,RATNAGIRI,2008-09,7958.0
Maharashtra,RATNAGIRI,2009-10,9086.0
Maharashtra,RATNAGIRI,2010-11,9830.0
Maharashtra,RATNAGIRI,2011-12,10470.0
Maharashtra,RATNAGIRI,2012-13,10739.0
Maharashtra,SANGLI,1999-00,5915.65
Maharashtra,SANGLI,2000-01,6029.52
Maharashtra,SANGLI,2001-02,6038.98
Maharashtra,SANGLI,2002-03,6185.88
Maharashtra,SANGLI,2003-04,6145.36
Maharashtra,SANGLI,2004-05,6701.22
Maharashtra,SANGLI,2005-06,7624.415
Maharashtra,SANGLI,2006-07,8370.625
Maharashtra,SANGLI,2007-08,9330.0
Maharashtra,SANGLI,2008-09,12852.0
Maharashtra,SANGLI,2009-10,13155.0
Maharashtra,SANGLI,2010-11,15769.0
Maharashtra,SANGLI,2011-12,17129.0
Maharashtra,SANGLI,2012-13,18003.0
Maharashtra,SATARA,1999-00,6223.76
Maharashtra,SATARA,2000-01,6164.62
Maharashtra,SATARA,2001-02,6307.05
Maharashtra,SATARA,2002-03,6555.98
Maharashtra,SATARA,2003-04,6983.42
Maharashtra,SATARA,2004-05,7354.92
Maharashtra,SATARA,2005-06,8629.939999999999
Maharashtra,SATARA,2006-07,9420.335
Maharashtra,SATARA,2007-08,10352.0
Maharashtra,SATARA,2008-09,14232.0
Maharashtra,SATARA,2009-10,14525.0
Maharashtra,SATARA,2010-11,16398.0
Maharashtra,SATARA,2011-12,16754.0
Maharashtra,SATARA,2012-13,17440.0
Maharashtra,SINDHUDURG,1999-00,1756.36
Maharashtra,SINDHUDURG,2000-01,1902.36
Maharashtra,SINDHUDURG,2001-02,1792.82
Maharashtra,SINDHUDURG,2002-03,2206.44
Maharashtra,SINDHUDURG,2003-04,2365.68
Maharashtra,SINDHUDURG,2004-05,2231.99
Maharashtra,SINDHUDURG,2005-06,2488.87
Maharashtra,SINDHUDURG,2006-07,2722.295
Maharashtra,SINDHUDURG,2007-08,3186.0
Maharashtra,SINDHUDURG,2008-09,4436.0
Maharashtra,SINDHUDURG,2009-10,4424.0
Maharashtra,SINDHUDURG,2010-11,4897.0
Maharashtra,SINDHUDURG,2011-12,5819.0
Maharashtra,SINDHUDURG,2012-13,6188.0
Maharashtra,SOLAPUR,1999-00,7064.47
Maharashtra,SOLAPUR,2000-01,7241.52
Maharashtra,SOLAPUR,2001-02,7613.71
Maharashtra,SOLAPUR,2002-03,7675.12
Maharashtra,SOLAPUR,2003-04,8130.02
Maharashtra,SOLAPUR,2004-05,8939.11
Maharashtra,SOLAPUR,2005-06,10855.77
Maharashtra,SOLAPUR,2006-07,12341.225
Maharashtra,SOLAPUR,2007-08,13374.0
Maharashtra,SOLAPUR,2008-09,18205.0
Maharashtra,SOLAPUR,2009-10,19305.0
Maharashtra,SOLAPUR,2010-11,20516.0
Maharashtra,SOLAPUR,2011-12,21866.0
Maharashtra,SOLAPUR,2012-13,22324.0
Maharashtra,THANE,1999-00,28755.6
Maharashtra,THANE,2000-01,29327.0
Maharashtra,THANE,2001-02,29635.26
Maharashtra,THANE,2002-03,32345.47
Maharashtra,THANE,2003-04,35011.01
Maharashtra,THANE,2004-05,38589.72
Maharashtra,THANE,2005-06,41915.775
Maharashtra,THANE,2006-07,46445.83
Maharashtra,THANE,2007-08,53308.0
Maharashtra,THANE,2008-09,83706.0
Maharashtra,THANE,2009-10,89512.0
Maharashtra,THANE,2010-11,102197.0
Maharashtra,THANE,2011-12,109624.0
Maharashtra,THANE,2012-13,116552.0
Maharashtra,WAHIM,1999-00,1154.33
Maharashtra,WAHIM,2000-01,1146.85
Maharashtra,WAHIM,2001-02,1473.0
Maharashtra,WAHIM,2002-03,1318.22
Maharashtra,WAHIM,2003-04,1387.91
Maharashtra,WAHIM,2004-05,1391.36
Maharashtra,WAHIM,2005-06,1690.44
Maharashtra,WAHIM,2006-07,1881.0700000000002
Maharashtra,WAHIM,2007-08,2218.0
Maharashtra,WAHIM,2008-09,2745.0
Maharashtra,WAHIM,2009-10,3188.0
Maharashtra,WAHIM,2010-11,3907.0
Maharashtra,WAHIM,2011-12,4806.0
Maharashtra,WAHIM,2012-13,4591.0
Maharashtra,WARDHA,1999-00,2426.95
Maharashtra,WARDHA,2000-01,2324.7
Maharashtra,WARDHA,2001-02,2484.57
Maharashtra,WARDHA,2002-03,2651.9
Maharashtra,WARDHA,2003-04,2881.27
Maharashtra,WARDHA,2004-05,2813.6
Maharashtra,WARDHA,2005-06,3224.115
Maharashtra,WARDHA,2006-07,3430.075
Maharashtra,WARDHA,2007-08,3926.0
Maharashtra,WARDHA,2008-09,5992.0
Maharashtra,WARDHA,2009-10,5759.0
Maharashtra,WARDHA,2010-11,6279.0
Maharashtra,WARDHA,2011-12,6668.0
Maharashtra,WARDHA,2012-13,7219.0
Maharashtra,YAVATNAL,1999-00,3986.69
Maharashtra,YAVATNAL,2000-01,3739.42
Maharashtra,YAVATNAL,2001-02,4041.89
Maharashtra,YAVATNAL,2002-03,4169.32
Maharashtra,YAVATNAL,2003-04,4400.86
Maharashtra,YAVATNAL,2004-05,4216.11
Maharashtra,YAVATNAL,2005-06,5269.885
Maharashtra,YAVATNAL,2006-07,5865.445
Maharashtra,YAVATNAL,2007-08,6964.0
Maharashtra,YAVATNAL,2008-09,10151.0
Maharashtra,YAVATNAL,2009-10,9132.0
Maharashtra,YAVATNAL,2010-11,10403.0
Maharashtra,YAVATNAL,2011-12,10414.0
Maharashtra,YAVATNAL,2012-13,11496.0
Manipur,BISHNUPUR,1999-00,317.45
Manipur,BISHNUPUR,2000-01,308.55
Manipur,BISHNUPUR,2001-02,324.15
Manipur,BISHNUPUR,2002-03,310.95
Manipur,BISHNUPUR,2003-04,317.23
Manipur,BISHNUPUR,2004-05,416.14
Manipur,BISHNUPUR,2005-06,452.97
Manipur,BISHNUPUR,2006-07,503.13
Manipur,CHANDEL,1999-00,134.86
Manipur,CHANDEL,2000-01,137.07
Manipur,CHANDEL,2001-02,148.34
Manipur,CHANDEL,2002-03,138.29
Manipur,CHANDEL,2003-04,152.1
Manipur,CHANDEL,2004-05,197.69
Manipur,CHANDEL,2005-06,218.47
Manipur,CHANDEL,2006-07,242.18
Manipur,CHURACHANDPUR,1999-00,255.06
Manipur,CHURACHANDPUR,2000-01,240.73
Manipur,CHURACHANDPUR,2001-02,255.27
Manipur,CHURACHANDPUR,2002-03,282.86
Manipur,CHURACHANDPUR,2003-04,295.64
Manipur,CHURACHANDPUR,2004-05,353.75
Manipur,CHURACHANDPUR,2005-06,387.26
Manipur,CHURACHANDPUR,2006-07,432.82
Manipur,IMPHAL EAST,1999-00,460.26
Manipur,IMPHAL EAST,2000-01,428.83
Manipur,IMPHAL EAST,2001-02,455.51
Manipur,IMPHAL EAST,2002-03,449.16
Manipur,IMPHAL EAST,2003-04,497.68
Manipur,IMPHAL EAST,2004-05,632.83
Manipur,IMPHAL EAST,2005-06,707.8
Manipur,IMPHAL EAST,2006-07,786.83
Manipur,IMPHAL WEST,1999-00,1067.46
Manipur,IMPHAL WEST,2000-01,963.6
Manipur,IMPHAL WEST,2001-02,1035.91
Manipur,IMPHAL WEST,2002-03,1038.32
Manipur,IMPHAL WEST,2003-04,1100.15
Manipur,IMPHAL WEST,2004-05,1364.1
Manipur,IMPHAL WEST,2005-06,1526.53
Manipur,IMPHAL WEST,2006-07,1700.83
Manipur,SENAPATI,1999-00,264.63
Manipur,SENAPATI,2000-01,256.54
Manipur,SENAPATI,2001-02,272.11
Manipur,SENAPATI,2002-03,279.19
Manipur,SENAPATI,2003-04,324.07
Manipur,SENAPATI,2004-05,407.92
Manipur,SENAPATI,2005-06,451.21
Manipur,SENAPATI,2006-07,505.05
Manipur,TAMENGLONG,1999-00,146.68
Manipur,TAMENGLONG,2000-01,117.38
Manipur,TAMENGLONG,2001-02,129.94
Manipur,TAMENGLONG,2002-03,127.76
Manipur,TAMENGLONG,2003-04,153.77
Manipur,TAMENGLONG,2004-05,223.78
Manipur,TAMENGLONG,2005-06,245.24
Manipur,TAMENGLONG,2006-07,271.49
Manipur,THOUBAL,1999-00,433.16
Manipur,THOUBAL,2000-01,425.05
Manipur,THOUBAL,2001-02,444.32
Manipur,THOUBAL,2002-03,441.06
Manipur,THOUBAL,2003-04,561.11
Manipur,THOUBAL,2004-05,621.73
Manipur,THOUBAL,2005-06,686.28
Manipur,THOUBAL,2006-07,753.05
Manipur,UKHRUL,1999-00,180.6
Manipur,UKHRUL,2000-01,175.48
Manipur,UKHRUL,2001-02,195.32
Manipur,UKHRUL,2002-03,178.0
Manipur,UKHRUL,2003-04,196.47
Manipur,UKHRUL,2004-05,258.93
Manipur,UKHRUL,2005-06,285.91
Manipur,UKHRUL,2006-07,317.1
Meghalaya,GARO HILLS: EAST,1999-00,282.01
Meghalaya,GARO HILLS: EAST,2000-01,282.0
Meghalaya,GARO HILLS: EAST,2001-02,297.18
Meghalaya,GARO HILLS: EAST,2002-03,315.57
Meghalaya,GARO HILLS: EAST,2003-04,321.75
Meghalaya,GARO HILLS: EAST,2004-05,349.2
Meghalaya,GARO HILLS: EAST,2005-06,372.0
Meghalaya,GARO HILLS: EAST,2006-07,395.37
Meghalaya,GARO HILLS: SOUTH,1999-00,208.73
Meghalaya,GARO HILLS: SOUTH,2000-01,230.07
Meghalaya,GARO HILLS: SOUTH,2001-02,259.41
Meghalaya,GARO HILLS: SOUTH,2002-03,255.33
Meghalaya,GARO HILLS: SOUTH,2003-04,270.78
Meghalaya,GARO HILLS: SOUTH,2004-05,283.32
Meghalaya,GARO HILLS: SOUTH,2005-06,282.3
Meghalaya,GARO HILLS: SOUTH,2006-07,307.55
Meghalaya,GARO HILLS: WEST,1999-00,653.01
Meghalaya,GARO HILLS: WEST,2000-01,669.99
Meghalaya,GARO HILLS: WEST,2001-02,705.18
Meghalaya,GARO HILLS: WEST,2002-03,743.51
Meghalaya,GARO HILLS: WEST,2003-04,773.47
Meghalaya,GARO HILLS: WEST,2004-05,821.76
Meghalaya,GARO HILLS: WEST,2005-06,916.41
Meghalaya,GARO HILLS: WEST,2006-07,939.1
Meghalaya,JAINTIA HILLS,1999-00,574.03
Meghalaya,JAINTIA HILLS,2000-01,592.07
Meghalaya,JAINTIA HILLS,2001-02,675.21
Meghalaya,JAINTIA HILLS,2002-03,642.81
Meghalaya,JAINTIA HILLS,2003-04,717.36
Meghalaya,JAINTIA HILLS,2004-05,749.7
Meghalaya,JAINTIA HILLS,2005-06,764.92
Meghalaya,JAINTIA HILLS,2006-07,810.82
Meghalaya,KHASI HILLS: EAST,1999-00,1345.18
Meghalaya,KHASI HILLS: EAST,2000-01,1439.73
Meghalaya,KHASI HILLS: EAST,2001-02,1504.92
Meghalaya,KHASI HILLS: EAST,2002-03,1605.05
Meghalaya,KHASI HILLS: EAST,2003-04,1754.12
Meghalaya,KHASI HILLS: EAST,2004-05,1913.53
Meghalaya,KHASI HILLS: EAST,2005-06,2017.08
Meghalaya,KHASI HILLS: EAST,2006-07,2121.68
Meghalaya,KHASI HILLS: WEST,1999-00,277.57
Meghalaya,KHASI HILLS: WEST,2000-01,301.92
Meghalaya,KHASI HILLS: WEST,2001-02,314.11
Meghalaya,KHASI HILLS: WEST,2002-03,338.17
Meghalaya,KHASI HILLS: WEST,2003-04,324.68
Meghalaya,KHASI HILLS: WEST,2004-05,340.83
Meghalaya,KHASI HILLS: WEST,2005-06,367.79
Meghalaya,KHASI HILLS: WEST,2006-07,387.9
Meghalaya,RI BHOI,1999-00,237.61
Meghalaya,RI BHOI,2000-01,257.59
Meghalaya,RI BHOI,2001-02,277.14
Meghalaya,RI BHOI,2002-03,285.08
Meghalaya,RI BHOI,2003-04,307.49
Meghalaya,RI BHOI,2004-05,338.86
Meghalaya,RI BHOI,2005-06,358.45
Meghalaya,RI BHOI,2006-07,387.39
Mizoram,AIZAWL,1999-00,658.01
Mizoram,AIZAWL,2000-01,692.72
Mizoram,AIZAWL,2001-02,757.73
Mizoram,AIZAWL,2002-03,833.93
Mizoram,AIZAWL,2003-04,868.74
Mizoram,AIZAWL,2004-05,899.54
Mizoram,AIZAWL,2005-06,931.5
Mizoram,CHAMPHAI,1999-00,147.63
Mizoram,CHAMPHAI,2000-01,153.82
Mizoram,CHAMPHAI,2001-02,162.02
Mizoram,CHAMPHAI,2002-03,175.08
Mizoram,CHAMPHAI,2003-04,181.71
Mizoram,CHAMPHAI,2004-05,191.87
Mizoram,CHAMPHAI,2005-06,192.47
Mizoram,KOLASIB,1999-00,110.46
Mizoram,KOLASIB,2000-01,110.65
Mizoram,KOLASIB,2001-02,117.16
Mizoram,KOLASIB,2002-03,127.52
Mizoram,KOLASIB,2003-04,129.68
Mizoram,KOLASIB,2004-05,135.78
Mizoram,KOLASIB,2005-06,138.19
Mizoram,LAWNGTLAI,1999-00,108.86
Mizoram,LAWNGTLAI,2000-01,117.35
Mizoram,LAWNGTLAI,2001-02,124.82
Mizoram,LAWNGTLAI,2002-03,136.97
Mizoram,LAWNGTLAI,2003-04,141.67
Mizoram,LAWNGTLAI,2004-05,148.25
Mizoram,LAWNGTLAI,2005-06,149.66
Mizoram,LUNGLEI,1999-00,212.73
Mizoram,LUNGLEI,2000-01,225.59
Mizoram,LUNGLEI,2001-02,237.96
Mizoram,LUNGLEI,2002-03,260.58
Mizoram,LUNGLEI,2003-04,268.33
Mizoram,LUNGLEI,2004-05,279.37
Mizoram,LUNGLEI,2005-06,286.33
Mizoram,MAMIT,1999-00,115.57
Mizoram,MAMIT,2000-01,120.36
Mizoram,MAMIT,2001-02,129.86
Mizoram,MAMIT,2002-03,139.22
Mizoram,MAMIT,2003-04,141.86
Mizoram,MAMIT,2004-05,145.56
Mizoram,MAMIT,2005-06,146.48
Mizoram,SAIHA,1999-00,103.32
Mizoram,SAIHA,2000-01,111.44
Mizoram,SAIHA,2001-02,118.44
Mizoram,SAIHA,2002-03,129.06
Mizoram,SAIHA,2003-04,131.72
Mizoram,SAIHA,2004-05,137.59
Mizoram,SAIHA,2005-06,138.77
Mizoram,SERCHHIP,1999-00,93.32
Mizoram,SERCHHIP,2000-01,97.61
Mizoram,SERCHHIP,2001-02,105.08
Mizoram,SERCHHIP,2002-03,110.64
Mizoram,SERCHHIP,2003-04,110.34
Mizoram,SERCHHIP,2004-05,120.75
Mizoram,SERCHHIP,2005-06,127.52
Odisha,ANGUL,1999-00,3360.52
Odisha,ANGUL,2000-01,3314.31
Odisha,ANGUL,2001-02,2997.57
Odisha,ANGUL,2002-03,3515.41
Odisha,ANGUL,2003-04,4181.1
Odisha,ANGUL,2004-05,5422.965
Odisha,ANGUL,2005-06,5162.875
Odisha,ANGUL,2006-07,5912.37
Odisha,ANGUL,2007-08,7630.67
Odisha,ANGUL,2008-09,8297.99
Odisha,ANGUL,2009-10,8175.31
Odisha,ANGUL,2010-11,8284.72
Odisha,BALANGIR,1999-00,1416.82
Odisha,BALANGIR,2000-01,1263.15
Odisha,BALANGIR,2001-02,1441.84
Odisha,BALANGIR,2002-03,1348.02
Odisha,BALANGIR,2003-04,1622.46
Odisha,BALANGIR,2004-05,2094.94
Odisha,BALANGIR,2005-06,2222.605
Odisha,BALANGIR,2006-07,2501.55
Odisha,BALANGIR,2007-08,3215.5
Odisha,BALANGIR,2008-09,3408.07
Odisha,BALANGIR,2009-10,3636.66
Odisha,BALANGIR,2010-11,4243.11
Odisha,BALASORE,1999-00,1814.5
Odisha,BALASORE,2000-01,1938.16
Odisha,BALASORE,2001-02,2019.01
Odisha,BALASORE,2002-03,1928.33
Odisha,BALASORE,2003-04,2231.14
Odisha,BALASORE,2004-05,2900.66
Odisha,BALASORE,2005-06,3057.6549999999997
Odisha,BALASORE,2006-07,3511.355
Odisha,BALASORE,2007-08,4407.05
Odisha,BALASORE,2008-09,4775.44
Odisha,BALASORE,2009-10,5078.11
Odisha,BALASORE,2010-11,5644.9
Odisha,BARGARH,1999-00,1489.3
Odisha,BARGARH,2000-01,1265.1
Odisha,BARGARH,2001-02,1444.24
Odisha,BARGARH,2002-03,1269.89
Odisha,BARGARH,2003-04,1510.95
Odisha,BARGARH,2004-05,1796.94
Odisha,BARGARH,2005-06,1947.9450000000002
Odisha,BARGARH,2006-07,2177.42
Odisha,BARGARH,2007-08,2716.69
Odisha,BARGARH,2008-09,2906.12
Odisha,BARGARH,2009-10,2966.02
Odisha,BARGARH,2010-11,3326.67
Odisha,BAUDH,1999-00,363.14
Odisha,BAUDH,2000-01,342.24
Odisha,BAUDH,2001-02,387.71
Odisha,BAUDH,2002-03,385.72
Odisha,BAUDH,2003-04,449.37
Odisha,BAUDH,2004-05,554.92
Odisha,BAUDH,2005-06,589.79
Odisha,BAUDH,2006-07,647.5550000000001
Odisha,BAUDH,2007-08,806.21
Odisha,BAUDH,2008-09,860.46
Odisha,BAUDH,2009-10,932.06
Odisha,BAUDH,2010-11,1030.98
Odisha,BHADRAK,1999-00,976.02
Odisha,BHADRAK,2000-01,973.61
Odisha,BHADRAK,2001-02,1124.04
Odisha,BHADRAK,2002-03,1097.06
Odisha,BHADRAK,2003-04,1271.58
Odisha,BHADRAK,2004-05,1645.325
Odisha,BHADRAK,2005-06,1737.3400000000001
Odisha,BHADRAK,2006-07,1905.505
Odisha,BHADRAK,2007-08,2298.6
Odisha,BHADRAK,2008-09,2515.08
Odisha,BHADRAK,2009-10,2766.51
Odisha,BHADRAK,2010-11,2910.69
Odisha,CUTTACK,1999-00,2962.05
Odisha,CUTTACK,2000-01,3018.44
Odisha,CUTTACK,2001-02,3238.92
Odisha,CUTTACK,2002-03,3327.35
Odisha,CUTTACK,2003-04,3631.5
Odisha,CUTTACK,2004-05,4956.495
Odisha,CUTTACK,2005-06,5173.09
Odisha,CUTTACK,2006-07,5817.885
Odisha,CUTTACK,2007-08,7303.06
Odisha,CUTTACK,2008-09,7790.92
Odisha,CUTTACK,2009-10,8197.42
Odisha,CUTTACK,2010-11,8867.2
Odisha,DEOGARH,1999-00,352.01
Odisha,DEOGARH,2000-01,322.29
Odisha,DEOGARH,2001-02,364.8
Odisha,DEOGARH,2002-03,298.41
Odisha,DEOGARH,2003-04,343.43
Odisha,DEOGARH,2004-05,413.565
Odisha,DEOGARH,2005-06,450.75
Odisha,DEOGARH,2006-07,498.865
Odisha,DEOGARH,2007-08,583.92
Odisha,DEOGARH,2008-09,625.45
Odisha,DEOGARH,2009-10,675.92
Odisha,DEOGARH,2010-11,663.32
Odisha,DHENKANAL,1999-00,1123.75
Odisha,DHENKANAL,2000-01,1095.45
Odisha,DHENKANAL,2001-02,1192.27
Odisha,DHENKANAL,2002-03,1131.69
Odisha,DHENKANAL,2003-04,1333.28
Odisha,DHENKANAL,2004-05,1726.435
Odisha,DHENKANAL,2005-06,1868.335
Odisha,DHENKANAL,2006-07,2035.4
Odisha,DHENKANAL,2007-08,2606.56
Odisha,DHENKANAL,2008-09,2784.59
Odisha,DHENKANAL,2009-10,2968.36
Odisha,DHENKANAL,2010-11,3179.12
Odisha,GAJAPATI,1999-00,547.86
Odisha,GAJAPATI,2000-01,561.01
Odisha,GAJAPATI,2001-02,586.18
Odisha,GAJAPATI,2002-03,584.47
Odisha,GAJAPATI,2003-04,638.09
Odisha,GAJAPATI,2004-05,805.425
Odisha,GAJAPATI,2005-06,819.935
Odisha,GAJAPATI,2006-07,904.595
Odisha,GAJAPATI,2007-08,1124.29
Odisha,GAJAPATI,2008-09,1204.13
Odisha,GAJAPATI,2009-10,1260.89
Odisha,GAJAPATI,2010-11,1354.39
Odisha,GANJAM,1999-00,3027.01
Odisha,GANJAM,2000-01,3127.39
Odisha,GANJAM,2001-02,3423.02
Odisha,GANJAM,2002-03,3269.12
Odisha,GANJAM,2003-04,3706.01
Odisha,GANJAM,2004-05,4764.265
Odisha,GANJAM,2005-06,5015.96
Odisha,GANJAM,2006-07,5751.17
Odisha,GANJAM,2007-08,7146.79
Odisha,GANJAM,2008-09,7534.48
Odisha,GANJAM,2009-10,8157.24
Odisha,GANJAM,2010-11,8877.74
Odisha,JAGATSINGHPUR,1999-00,1103.88
Odisha,JAGATSINGHPUR,2000-01,1136.77
Odisha,JAGATSINGHPUR,2001-02,1501.94
Odisha,JAGATSINGHPUR,2002-03,1372.13
Odisha,JAGATSINGHPUR,2003-04,1592.14
Odisha,JAGATSINGHPUR,2004-05,2246.3500000000004
Odisha,JAGATSINGHPUR,2005-06,2257.08
Odisha,JAGATSINGHPUR,2006-07,2608.4700000000003
Odisha,JAGATSINGHPUR,2007-08,3351.81
Odisha,JAGATSINGHPUR,2008-09,3735.89
Odisha,JAGATSINGHPUR,2009-10,3733.7
Odisha,JAGATSINGHPUR,2010-11,4044.86
Odisha,JAJPUR,1999-00,1500.4
Odisha,JAJPUR,2000-01,1545.15
Odisha,JAJPUR,2001-02,1589.17
Odisha,JAJPUR,2002-03,1796.18
Odisha,JAJPUR,2003-04,1984.66
Odisha,JAJPUR,2004-05,2806.88
Odisha,JAJPUR,2005-06,3164.525
Odisha,JAJPUR,2006-07,3685.315
Odisha,JAJPUR,2007-08,4441.02
Odisha,JAJPUR,2008-09,4635.93
Odisha,JAJPUR,2009-10,4724.19
Odisha,JAJPUR,2010-11,5147.04
Odisha,JHARSUGUDA,1999-00,1185.52
Odisha,JHARSUGUDA,2000-01,1136.8
Odisha,JHARSUGUDA,2001-02,1229.62
Odisha,JHARSUGUDA,2002-03,1224.88
Odisha,JHARSUGUDA,2003-04,1401.09
Odisha,JHARSUGUDA,2004-05,1893.09
Odisha,JHARSUGUDA,2005-06,2094.605
Odisha,JHARSUGUDA,2006-07,2381.65
Odisha,JHARSUGUDA,2007-08,2993.71
Odisha,JHARSUGUDA,2008-09,3314.58
Odisha,JHARSUGUDA,2009-10,3485.68
Odisha,JHARSUGUDA,2010-11,4051.49
Odisha,KALAHANDI,1999-00,1359.62
Odisha,KALAHANDI,2000-01,1326.38
Odisha,KALAHANDI,2001-02,1357.86
Odisha,KALAHANDI,2002-03,1275.54
Odisha,KALAHANDI,2003-04,1531.5
Odisha,KALAHANDI,2004-05,1822.625
Odisha,KALAHANDI,2005-06,1963.0700000000002
Odisha,KALAHANDI,2006-07,2116.9900000000002
Odisha,KALAHANDI,2007-08,2603.89
Odisha,KALAHANDI,2008-09,2859.22
Odisha,KALAHANDI,2009-10,3002.86
Odisha,KALAHANDI,2010-11,3393.23
Odisha,KANDHAMAL,1999-00,810.11
Odisha,KANDHAMAL,2000-01,802.51
Odisha,KANDHAMAL,2001-02,855.99
Odisha,KANDHAMAL,2002-03,932.41
Odisha,KANDHAMAL,2003-04,986.07
Odisha,KANDHAMAL,2004-05,1420.6599999999999
Odisha,KANDHAMAL,2005-06,1499.4299999999998
Odisha,KANDHAMAL,2006-07,1694.315
Odisha,KANDHAMAL,2007-08,2320.77
Odisha,KANDHAMAL,2008-09,2522.57
Odisha,KANDHAMAL,2009-10,3018.93
Odisha,KANDHAMAL,2010-11,3208.21
Odisha,KENDRAPARA,1999-00,1011.86
Odisha,KENDRAPARA,2000-01,1052.98
Odisha,KENDRAPARA,2001-02,1093.93
Odisha,KENDRAPARA,2002-03,1076.69
Odisha,KENDRAPARA,2003-04,1204.46
Odisha,KENDRAPARA,2004-05,1553.155
Odisha,KENDRAPARA,2005-06,1657.71
Odisha,KENDRAPARA,2006-07,1748.685
Odisha,KENDRAPARA,2007-08,2171.52
Odisha,KENDRAPARA,2008-09,2282.37
Odisha,KENDRAPARA,2009-10,2435.92
Odisha,KENDRAPARA,2010-11,2703.18
Odisha,KENDUJHAR,1999-00,1886.31
Odisha,KENDUJHAR,2000-01,1872.87
Odisha,KENDUJHAR,2001-02,1986.21
Odisha,KENDUJHAR,2002-03,2158.52
Odisha,KENDUJHAR,2003-04,2641.67
Odisha,KENDUJHAR,2004-05,3902.53
Odisha,KENDUJHAR,2005-06,4242.835
Odisha,KENDUJHAR,2006-07,4856.885
Odisha,KENDUJHAR,2007-08,6642.73
Odisha,KENDUJHAR,2008-09,7132.19
Odisha,KENDUJHAR,2009-10,7246.78
Odisha,KENDUJHAR,2010-11,7243.22
Odisha,KHORDHA,1999-00,2936.35
Odisha,KHORDHA,2000-01,3051.87
Odisha,KHORDHA,2001-02,3277.02
Odisha,KHORDHA,2002-03,3335.98
Odisha,KHORDHA,2003-04,3762.57
Odisha,KHORDHA,2004-05,4835.51
Odisha,KHORDHA,2005-06,5377.755
Odisha,KHORDHA,2006-07,6202.12
Odisha,KHORDHA,2007-08,7441.96
Odisha,KHORDHA,2008-09,8159.37
Odisha,KHORDHA,2009-10,8508.61
Odisha,KHORDHA,2010-11,9406.75
Odisha,KORAPUT,1999-00,1504.34
Odisha,KORAPUT,2000-01,1523.95
Odisha,KORAPUT,2001-02,1926.29
Odisha,KORAPUT,2002-03,1708.59
Odisha,KORAPUT,2003-04,1991.75
Odisha,KORAPUT,2004-05,2496.99
Odisha,KORAPUT,2005-06,2303.1
Odisha,KORAPUT,2006-07,2650.525
Odisha,KORAPUT,2007-08,3321.98
Odisha,KORAPUT,2008-09,3524.23
Odisha,KORAPUT,2009-10,3736.68
Odisha,KORAPUT,2010-11,4078.46
Odisha,MALKANGIRI,1999-00,532.64
Odisha,MALKANGIRI,2000-01,485.03
Odisha,MALKANGIRI,2001-02,513.11
Odisha,MALKANGIRI,2002-03,480.74
Odisha,MALKANGIRI,2003-04,527.04
Odisha,MALKANGIRI,2004-05,682.965
Odisha,MALKANGIRI,2005-06,701.48
Odisha,MALKANGIRI,2006-07,757.5699999999999
Odisha,MALKANGIRI,2007-08,953.62
Odisha,MALKANGIRI,2008-09,989.51
Odisha,MALKANGIRI,2009-10,1043.52
Odisha,MALKANGIRI,2010-11,1054.85
Odisha,MAYURBHANJ,1999-00,2003.64
Odisha,MAYURBHANJ,2000-01,2007.55
Odisha,MAYURBHANJ,2001-02,2142.58
Odisha,MAYURBHANJ,2002-03,2001.75
Odisha,MAYURBHANJ,2003-04,2317.99
Odisha,MAYURBHANJ,2004-05,2945.4300000000003
Odisha,MAYURBHANJ,2005-06,3080.96
Odisha,MAYURBHANJ,2006-07,3426.5299999999997
Odisha,MAYURBHANJ,2007-08,4321.61
Odisha,MAYURBHANJ,2008-09,4573.74
Odisha,MAYURBHANJ,2009-10,4819.37
Odisha,MAYURBHANJ,2010-11,5358.19
Odisha,NABARANGPUR,1999-00,916.45
Odisha,NABARANGPUR,2000-01,867.94
Odisha,NABARANGPUR,2001-02,894.07
Odisha,NABARANGPUR,2002-03,861.96
Odisha,NABARANGPUR,2003-04,956.39
Odisha,NABARANGPUR,2004-05,1187.1
